IPK,Semester,Jurusan,Pernah_Mengulang,Pendapatan_Orang_Tua,Pekerjaan_Orang_Tua,Jumlah_Tanggungan,Status_Tempat_Tinggal,Asal_Daerah,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Pengalaman_Magang,Skor_Motivasi_Tertulis,Surat_Rekomendasi,Pernah_Mendapat_Beasiswa,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Pernah_Melawan_Hukum,Jenis_Kelamin,Skor_Literasi_Finansial,Status_Kelayakan,Jumlah_Beasiswa_Per_Semester
2.88,3,pertanian,ya,3980849,buruh,4,menumpang,pedesaan,tidak,4,tidak,54,tidak,tidak,90,12,tidak,laki-laki,16,tidak layak,0
2.99,5,manajemen,ya,4368381,petani,5,menumpang,pedesaan,ya,2,tidak,66,tidak,tidak,54,5,tidak,laki-laki,68,tidak layak,0
3.19,4,sastra,tidak,1450399,buruh,6,milik sendiri,pedesaan,tidak,2,tidak,52,tidak,tidak,66,6,tidak,laki-laki,17,tidak layak,0
3.3,1,pertanian,ya,6828832,wirausaha,2,kontrak,perkotaan,ya,0,tidak,89,tidak,tidak,62,10,tidak,laki-laki,30,tidak layak,0
3.23,4,manajemen,tidak,4310540,karyawan swasta,6,menumpang,pedesaan,tidak,0,tidak,65,ada,ya,53,4,tidak,perempuan,5,tidak layak,0
3.52,6,pendidikan,tidak,4597740,pegawai negeri,2,menumpang,pedesaan,tidak,5,ya,66,ada,tidak,95,11,tidak,laki-laki,56,tidak layak,0
2.7,5,pendidikan,tidak,5410412,tidak bekerja,6,milik sendiri,pedesaan,ya,5,tidak,56,ada,tidak,76,19,tidak,laki-laki,26,tidak layak,0
3.23,3,kedokteran,tidak,9777224,pedagang,1,kontrak,perkotaan,tidak,0,tidak,94,tidak,tidak,57,0,tidak,laki-laki,34,tidak layak,0
3.34,5,ekonomi,tidak,1917562,petani,3,menumpang,pedesaan,ya,3,ya,52,ada,ya,74,5,tidak,laki-laki,84,layak,4559767
3.03,1,pendidikan,tidak,6140806,tidak bekerja,3,menumpang,pedesaan,ya,5,tidak,77,tidak,ya,56,17,tidak,perempuan,68,tidak layak,0
2.98,8,ekonomi,tidak,9205913,pegawai negeri,2,kontrak,pedesaan,tidak,1,ya,50,tidak,tidak,55,7,tidak,perempuan,43,tidak layak,0
3.08,7,teknik informatika,tidak,6568232,pegawai negeri,6,kontrak,perkotaan,tidak,4,ya,69,tidak,tidak,61,14,tidak,perempuan,1,tidak layak,0
3.26,8,teknik informatika,tidak,8556551,wirausaha,5,milik sendiri,pedesaan,ya,0,ya,89,tidak,ya,78,5,tidak,perempuan,33,tidak layak,0
3.37,8,hukum,tidak,3427545,pedagang,5,menumpang,3t,ya,0,ya,82,tidak,tidak,52,17,tidak,laki-laki,91,tidak layak,0
3.56,5,sastra,ya,6427978,buruh,6,milik sendiri,perkotaan,ya,0,tidak,57,ada,ya,63,10,tidak,perempuan,9,tidak layak,0
3.21,7,sastra,ya,5978441,buruh,3,kontrak,perkotaan,tidak,2,tidak,68,ada,ya,73,1,tidak,laki-laki,75,layak,2214205
2.91,2,kedokteran,tidak,9069737,wirausaha,6,menumpang,perkotaan,tidak,1,ya,87,ada,ya,74,20,tidak,laki-laki,28,tidak layak,0
2.92,7,manajemen,tidak,9354283,tidak bekerja,1,menumpang,pedesaan,ya,3,ya,62,tidak,ya,71,7,tidak,perempuan,29,tidak layak,0
3.0,8,pendidikan,tidak,2436374,wirausaha,2,kontrak,perkotaan,tidak,2,ya,85,ada,tidak,91,15,tidak,perempuan,100,layak,5513570
3.18,7,ekonomi,tidak,7249767,wirausaha,5,milik sendiri,perkotaan,ya,2,tidak,89,ada,ya,54,11,tidak,perempuan,80,layak,5772807
2.91,7,sastra,tidak,2758306,wirausaha,2,menumpang,perkotaan,tidak,4,ya,50,tidak,tidak,74,10,tidak,perempuan,98,tidak layak,0
3.62,2,kedokteran,tidak,6222997,petani,5,menumpang,perkotaan,ya,3,ya,74,tidak,ya,59,1,tidak,laki-laki,55,tidak layak,0
3.4,5,pendidikan,ya,5277999,pedagang,1,kontrak,pedesaan,ya,1,ya,66,ada,ya,92,8,tidak,laki-laki,70,tidak layak,0
2.47,3,teknik informatika,tidak,1166811,buruh,5,milik sendiri,3t,tidak,0,ya,68,tidak,tidak,83,4,tidak,perempuan,14,tidak layak,0
3.28,2,pertanian,tidak,8775454,pegawai negeri,1,milik sendiri,perkotaan,tidak,0,tidak,55,ada,ya,70,5,tidak,perempuan,58,tidak layak,0
3.23,2,pendidikan,tidak,1143521,karyawan swasta,1,menumpang,perkotaan,ya,4,tidak,90,ada,ya,65,4,tidak,laki-laki,86,layak,3641468
3.54,5,pertanian,ya,3639098,wirausaha,4,kontrak,3t,tidak,0,tidak,96,ada,ya,77,2,tidak,laki-laki,90,layak,3494137
3.07,1,ekonomi,tidak,6880211,wirausaha,5,milik sendiri,perkotaan,ya,5,tidak,69,ada,tidak,92,15,tidak,perempuan,76,tidak layak,0
3.04,6,pertanian,tidak,4173044,petani,3,kontrak,perkotaan,ya,5,tidak,61,tidak,tidak,92,3,tidak,perempuan,90,layak,3074227
4.0,8,pertanian,tidak,4440297,petani,3,kontrak,pedesaan,tidak,3,ya,99,tidak,tidak,93,10,tidak,perempuan,54,tidak layak,0
2.77,7,sastra,tidak,5001616,karyawan swasta,6,milik sendiri,pedesaan,tidak,2,tidak,64,ada,ya,99,20,tidak,perempuan,16,tidak layak,0
3.17,1,teknik informatika,tidak,2014189,tidak bekerja,6,kontrak,perkotaan,tidak,4,ya,53,ada,tidak,84,6,tidak,perempuan,91,layak,3923796
3.38,5,hukum,tidak,6061682,karyawan swasta,2,menumpang,perkotaan,tidak,0,tidak,98,ada,tidak,100,15,ya,perempuan,38,tidak layak,0
3.21,1,kedokteran,tidak,4649152,petani,3,menumpang,3t,tidak,5,tidak,97,tidak,ya,54,2,tidak,perempuan,2,tidak layak,0
3.09,1,hukum,ya,7061970,pedagang,5,kontrak,perkotaan,ya,5,ya,67,tidak,ya,56,8,tidak,perempuan,48,tidak layak,0
2.88,5,ekonomi,ya,7317098,buruh,3,kontrak,pedesaan,tidak,4,ya,51,tidak,tidak,73,17,tidak,perempuan,28,tidak layak,0
3.44,1,ekonomi,tidak,8000846,pegawai negeri,4,menumpang,3t,ya,1,tidak,55,ada,ya,63,15,tidak,laki-laki,18,tidak layak,0
3.73,7,pertanian,tidak,4399524,petani,4,kontrak,pedesaan,tidak,1,ya,94,tidak,ya,67,6,tidak,perempuan,69,tidak layak,0
2.86,5,pendidikan,tidak,6734947,buruh,6,milik sendiri,3t,ya,1,tidak,95,tidak,tidak,80,14,tidak,perempuan,95,tidak layak,0
3.04,3,hukum,tidak,8450226,petani,3,kontrak,3t,ya,0,ya,62,ada,ya,84,14,tidak,laki-laki,79,tidak layak,0
2.83,8,hukum,ya,9881082,pedagang,3,menumpang,3t,ya,2,tidak,77,tidak,tidak,89,12,tidak,laki-laki,9,tidak layak,0
3.16,3,manajemen,tidak,5197377,pedagang,3,menumpang,3t,tidak,4,tidak,74,tidak,tidak,97,19,tidak,perempuan,26,tidak layak,0
3.69,3,teknik informatika,tidak,4131318,petani,5,milik sendiri,3t,ya,0,ya,53,ada,tidak,77,15,tidak,laki-laki,30,tidak layak,0
3.01,7,ekonomi,tidak,8460419,pegawai negeri,3,menumpang,pedesaan,ya,4,tidak,60,tidak,ya,77,17,tidak,perempuan,87,tidak layak,0
3.28,2,ekonomi,tidak,3486552,petani,3,kontrak,perkotaan,ya,3,ya,85,ada,tidak,73,5,tidak,laki-laki,25,layak,5708440
3.0,6,kedokteran,ya,5707491,pegawai negeri,1,kontrak,perkotaan,ya,0,tidak,52,tidak,tidak,75,1,tidak,perempuan,35,tidak layak,0
3.51,1,teknik informatika,tidak,8398869,buruh,6,kontrak,pedesaan,ya,5,tidak,56,ada,tidak,51,19,tidak,laki-laki,90,layak,3484009
3.61,3,manajemen,tidak,2503648,petani,4,menumpang,perkotaan,ya,4,ya,62,ada,tidak,93,10,tidak,laki-laki,75,layak,5072382
2.67,1,ekonomi,tidak,1531520,petani,2,menumpang,3t,ya,1,tidak,67,ada,tidak,61,20,tidak,laki-laki,39,tidak layak,0
3.31,5,pendidikan,ya,8322415,buruh,6,milik sendiri,pedesaan,ya,0,tidak,61,ada,ya,70,18,tidak,laki-laki,98,tidak layak,0
3.46,3,teknik informatika,tidak,6783563,karyawan swasta,1,menumpang,perkotaan,ya,5,tidak,62,ada,tidak,53,12,tidak,laki-laki,35,tidak layak,0
3.64,7,hukum,tidak,4034335,wirausaha,4,kontrak,perkotaan,tidak,2,ya,94,tidak,ya,82,6,tidak,perempuan,33,tidak layak,0
3.33,1,manajemen,tidak,3627701,karyawan swasta,2,kontrak,pedesaan,ya,3,tidak,52,tidak,ya,90,11,tidak,laki-laki,20,tidak layak,0
3.28,7,pertanian,tidak,2181206,pedagang,3,kontrak,3t,ya,0,tidak,89,tidak,tidak,96,12,tidak,laki-laki,32,tidak layak,0
3.28,6,pendidikan,tidak,7230232,pegawai negeri,1,milik sendiri,perkotaan,tidak,4,ya,77,tidak,tidak,87,0,tidak,laki-laki,38,tidak layak,0
3.33,4,hukum,ya,6089281,tidak bekerja,1,milik sendiri,pedesaan,tidak,2,tidak,60,tidak,ya,92,4,tidak,laki-laki,38,tidak layak,0
2.99,5,manajemen,ya,3911176,karyawan swasta,1,menumpang,pedesaan,tidak,2,ya,60,tidak,ya,80,17,tidak,laki-laki,60,tidak layak,0
2.45,3,kedokteran,tidak,6201752,buruh,1,menumpang,pedesaan,ya,0,tidak,58,tidak,ya,52,6,tidak,laki-laki,43,tidak layak,0
3.08,7,hukum,tidak,5280904,pegawai negeri,4,menumpang,perkotaan,ya,3,ya,75,ada,tidak,55,11,tidak,laki-laki,83,layak,5392970
3.58,1,hukum,tidak,9005552,karyawan swasta,6,kontrak,3t,tidak,5,tidak,99,ada,tidak,77,8,tidak,laki-laki,77,layak,5777138
3.88,6,pertanian,tidak,9476215,pegawai negeri,1,milik sendiri,perkotaan,ya,3,tidak,55,ada,ya,71,18,tidak,perempuan,55,tidak layak,0
3.49,1,pertanian,tidak,2539294,tidak bekerja,4,kontrak,pedesaan,tidak,5,ya,77,tidak,tidak,99,0,tidak,laki-laki,37,tidak layak,0
2.83,7,sastra,tidak,8184482,wirausaha,5,milik sendiri,perkotaan,tidak,5,tidak,86,tidak,ya,54,10,tidak,laki-laki,77,tidak layak,0
2.12,4,teknik informatika,tidak,8434254,pedagang,4,kontrak,perkotaan,tidak,2,tidak,52,tidak,ya,93,9,tidak,perempuan,26,tidak layak,0
3.47,1,ekonomi,tidak,5109853,pegawai negeri,4,menumpang,perkotaan,tidak,0,ya,51,tidak,ya,54,19,tidak,perempuan,75,tidak layak,0
3.55,7,pendidikan,tidak,8479292,buruh,1,kontrak,pedesaan,ya,3,ya,97,tidak,ya,84,5,tidak,perempuan,51,tidak layak,0
3.29,1,manajemen,tidak,9917483,pegawai negeri,1,milik sendiri,perkotaan,ya,2,ya,70,tidak,tidak,51,4,tidak,laki-laki,79,tidak layak,0
3.23,6,ekonomi,tidak,892726,tidak bekerja,3,menumpang,perkotaan,tidak,3,tidak,58,tidak,ya,56,12,tidak,laki-laki,73,tidak layak,0
2.56,5,hukum,tidak,7229618,buruh,4,kontrak,perkotaan,ya,4,ya,99,tidak,ya,92,20,tidak,perempuan,64,tidak layak,0
3.37,7,kedokteran,tidak,8801923,tidak bekerja,4,kontrak,perkotaan,ya,1,tidak,50,tidak,tidak,91,5,tidak,laki-laki,49,tidak layak,0
3.26,7,ekonomi,tidak,987227,buruh,2,milik sendiri,perkotaan,ya,0,tidak,96,tidak,ya,70,19,tidak,perempuan,87,layak,2763081
2.9,6,teknik informatika,tidak,7032030,buruh,5,milik sendiri,perkotaan,ya,2,tidak,65,ada,tidak,95,6,tidak,perempuan,8,tidak layak,0
2.67,1,kedokteran,tidak,8203978,pedagang,6,menumpang,pedesaan,ya,1,tidak,82,ada,tidak,60,7,tidak,laki-laki,0,tidak layak,0
3.11,1,ekonomi,tidak,8388801,tidak bekerja,4,milik sendiri,perkotaan,tidak,5,tidak,95,ada,tidak,80,1,tidak,perempuan,92,tidak layak,0
2.37,1,pendidikan,tidak,9082547,wirausaha,6,kontrak,pedesaan,ya,1,tidak,98,ada,ya,73,13,tidak,laki-laki,31,tidak layak,0
3.23,8,kedokteran,tidak,6036912,wirausaha,6,milik sendiri,pedesaan,tidak,1,tidak,71,tidak,tidak,71,14,tidak,perempuan,76,tidak layak,0
2.62,1,hukum,ya,5339059,petani,2,kontrak,pedesaan,tidak,2,tidak,60,tidak,tidak,95,14,tidak,laki-laki,95,tidak layak,0
3.08,3,hukum,tidak,6946253,pegawai negeri,6,milik sendiri,3t,ya,2,ya,50,tidak,tidak,96,16,tidak,perempuan,61,tidak layak,0
2.9,3,pendidikan,tidak,8906983,pegawai negeri,5,kontrak,pedesaan,tidak,5,ya,83,tidak,ya,80,12,ya,laki-laki,43,tidak layak,0
3.14,4,sastra,tidak,3018067,pegawai negeri,5,menumpang,perkotaan,tidak,2,tidak,86,ada,ya,97,6,tidak,laki-laki,51,tidak layak,0
3.47,2,pendidikan,tidak,5054570,buruh,5,menumpang,pedesaan,ya,0,tidak,83,ada,ya,66,5,tidak,laki-laki,29,tidak layak,0
3.24,8,hukum,ya,4958768,buruh,3,milik sendiri,perkotaan,tidak,0,tidak,58,tidak,ya,63,7,tidak,perempuan,59,tidak layak,0
2.34,2,teknik informatika,tidak,1725651,pedagang,4,milik sendiri,pedesaan,ya,0,tidak,63,tidak,tidak,86,0,tidak,laki-laki,92,tidak layak,0
2.92,8,kedokteran,tidak,8154679,petani,3,kontrak,perkotaan,ya,1,ya,80,tidak,tidak,66,17,tidak,perempuan,86,tidak layak,0
2.59,5,pertanian,ya,3556477,karyawan swasta,1,kontrak,perkotaan,ya,3,ya,54,tidak,tidak,56,14,tidak,laki-laki,24,tidak layak,0
3.01,2,kedokteran,tidak,8918465,pegawai negeri,3,menumpang,pedesaan,tidak,4,ya,93,ada,tidak,60,6,tidak,laki-laki,20,tidak layak,0
3.26,3,pendidikan,tidak,8448628,wirausaha,5,kontrak,perkotaan,ya,2,tidak,69,tidak,ya,69,10,tidak,perempuan,57,tidak layak,0
3.84,5,ekonomi,tidak,7498173,petani,4,milik sendiri,perkotaan,ya,1,tidak,99,tidak,ya,95,6,tidak,perempuan,37,tidak layak,0
3.56,6,teknik informatika,tidak,6915713,pegawai negeri,5,menumpang,perkotaan,tidak,4,tidak,67,ada,ya,65,5,tidak,perempuan,92,tidak layak,0
2.84,8,teknik informatika,tidak,7044171,wirausaha,6,kontrak,pedesaan,tidak,4,ya,56,ada,tidak,67,17,tidak,perempuan,14,tidak layak,0
3.11,5,teknik informatika,ya,1640916,tidak bekerja,6,menumpang,perkotaan,tidak,2,tidak,78,ada,ya,70,14,tidak,perempuan,42,layak,3669208
2.94,5,sastra,tidak,888196,pedagang,1,menumpang,pedesaan,ya,3,tidak,83,ada,tidak,51,18,tidak,laki-laki,64,layak,4743662
3.29,7,sastra,tidak,3053581,wirausaha,3,milik sendiri,3t,ya,3,tidak,94,tidak,ya,75,18,tidak,perempuan,2,tidak layak,0
2.74,1,kedokteran,tidak,3024885,pegawai negeri,2,menumpang,perkotaan,ya,3,tidak,62,tidak,ya,62,4,tidak,laki-laki,12,tidak layak,0
3.24,1,teknik informatika,tidak,9560975,pegawai negeri,1,kontrak,perkotaan,tidak,5,ya,69,ada,tidak,67,7,tidak,laki-laki,98,tidak layak,0
4.0,6,teknik informatika,ya,7875951,petani,4,milik sendiri,pedesaan,tidak,5,ya,53,tidak,tidak,75,6,tidak,perempuan,75,tidak layak,0
3.01,2,manajemen,tidak,9001071,buruh,6,menumpang,3t,tidak,0,tidak,97,tidak,tidak,76,6,tidak,laki-laki,64,tidak layak,0
3.49,7,pertanian,ya,5108971,wirausaha,6,kontrak,3t,tidak,1,tidak,58,ada,ya,94,15,tidak,laki-laki,76,tidak layak,0
2.82,4,sastra,tidak,7460470,tidak bekerja,2,kontrak,3t,tidak,1,tidak,92,ada,tidak,57,5,ya,laki-laki,39,tidak layak,0
2.76,7,pendidikan,tidak,4949004,buruh,3,milik sendiri,perkotaan,ya,3,ya,59,tidak,ya,84,12,tidak,laki-laki,20,tidak layak,0
3.52,2,teknik informatika,tidak,4236280,petani,4,milik sendiri,3t,ya,3,tidak,84,tidak,ya,88,20,ya,perempuan,60,tidak layak,0
2.5,5,hukum,tidak,9559463,pegawai negeri,5,menumpang,perkotaan,ya,5,tidak,86,ada,ya,64,16,tidak,laki-laki,28,tidak layak,0
3.1,2,manajemen,tidak,5236204,buruh,1,milik sendiri,pedesaan,ya,5,ya,95,tidak,tidak,98,4,tidak,perempuan,84,layak,3218202
2.71,1,ekonomi,tidak,3820146,pedagang,1,milik sendiri,perkotaan,tidak,1,ya,70,ada,tidak,80,11,tidak,perempuan,57,tidak layak,0
3.72,4,pertanian,tidak,9658337,karyawan swasta,1,menumpang,pedesaan,tidak,2,ya,61,tidak,tidak,81,17,tidak,laki-laki,85,tidak layak,0
3.76,6,sastra,ya,6630767,karyawan swasta,6,milik sendiri,perkotaan,ya,1,tidak,57,ada,tidak,58,11,tidak,perempuan,70,tidak layak,0
2.53,2,hukum,tidak,9071557,pedagang,2,menumpang,pedesaan,ya,5,tidak,83,ada,ya,84,11,tidak,laki-laki,47,tidak layak,0
2.88,3,manajemen,tidak,4295970,tidak bekerja,6,milik sendiri,pedesaan,tidak,3,tidak,67,ada,tidak,68,12,tidak,perempuan,60,tidak layak,0
3.19,8,pendidikan,ya,5533050,petani,1,kontrak,perkotaan,tidak,1,tidak,89,ada,ya,98,13,tidak,perempuan,20,tidak layak,0
3.31,4,ekonomi,tidak,7529809,karyawan swasta,5,milik sendiri,pedesaan,ya,1,tidak,67,ada,tidak,57,18,tidak,laki-laki,26,tidak layak,0
3.42,8,hukum,tidak,5994025,petani,6,milik sendiri,pedesaan,ya,5,tidak,64,tidak,tidak,57,17,tidak,perempuan,19,tidak layak,0
3.2,2,pendidikan,tidak,1187389,karyawan swasta,3,milik sendiri,perkotaan,ya,1,tidak,94,tidak,tidak,64,16,tidak,perempuan,30,tidak layak,0
2.76,8,ekonomi,tidak,2264796,tidak bekerja,3,menumpang,perkotaan,tidak,5,tidak,76,tidak,tidak,55,0,tidak,perempuan,31,tidak layak,0
3.06,8,kedokteran,tidak,4958615,petani,6,kontrak,pedesaan,tidak,3,tidak,92,tidak,ya,88,3,tidak,laki-laki,73,tidak layak,0
3.42,2,manajemen,tidak,4503283,pegawai negeri,5,menumpang,perkotaan,tidak,3,tidak,52,tidak,tidak,79,18,tidak,laki-laki,51,tidak layak,0
3.08,7,teknik informatika,tidak,3532275,petani,6,kontrak,3t,tidak,0,tidak,66,tidak,tidak,72,7,tidak,laki-laki,41,tidak layak,0
3.3,8,sastra,tidak,3194288,pedagang,5,menumpang,perkotaan,tidak,2,tidak,61,tidak,ya,71,11,tidak,laki-laki,40,tidak layak,0
3.56,5,manajemen,tidak,2017205,wirausaha,4,kontrak,perkotaan,tidak,3,ya,95,tidak,tidak,71,14,tidak,laki-laki,21,layak,4707505
3.41,1,manajemen,ya,5709788,buruh,6,menumpang,pedesaan,tidak,4,ya,89,ada,ya,55,2,tidak,perempuan,33,tidak layak,0
2.38,3,pendidikan,tidak,7156473,pedagang,4,milik sendiri,perkotaan,tidak,2,tidak,55,tidak,ya,78,1,tidak,laki-laki,85,tidak layak,0
3.46,5,teknik informatika,tidak,4173793,pedagang,2,kontrak,perkotaan,ya,0,ya,51,tidak,tidak,76,17,tidak,laki-laki,52,tidak layak,0
3.4,3,ekonomi,tidak,6994523,wirausaha,3,menumpang,perkotaan,ya,2,tidak,73,ada,tidak,84,11,tidak,laki-laki,41,tidak layak,0
2.7,4,hukum,ya,9013662,wirausaha,4,menumpang,pedesaan,tidak,4,ya,72,ada,tidak,67,18,tidak,perempuan,79,tidak layak,0
2.85,8,pertanian,tidak,1584777,pedagang,1,menumpang,pedesaan,tidak,2,tidak,95,ada,ya,93,11,tidak,perempuan,72,layak,4114030
2.83,1,pendidikan,tidak,1691407,buruh,1,menumpang,pedesaan,ya,1,ya,88,ada,ya,51,20,tidak,laki-laki,42,layak,2747473
2.71,2,ekonomi,tidak,7000351,tidak bekerja,4,kontrak,perkotaan,ya,2,ya,69,tidak,ya,95,13,tidak,perempuan,11,tidak layak,0
3.4,3,sastra,tidak,4302391,pegawai negeri,6,menumpang,3t,ya,0,tidak,51,ada,ya,93,11,tidak,laki-laki,67,tidak layak,0
3.3,1,teknik informatika,tidak,5638255,petani,5,menumpang,pedesaan,ya,1,ya,89,tidak,ya,84,6,tidak,laki-laki,87,layak,3297475
2.93,3,manajemen,tidak,3104706,buruh,3,kontrak,perkotaan,ya,3,tidak,57,ada,tidak,65,11,tidak,perempuan,24,tidak layak,0
3.55,7,teknik informatika,tidak,8560167,tidak bekerja,6,menumpang,perkotaan,ya,4,ya,91,tidak,tidak,98,17,tidak,perempuan,41,layak,3136452
3.3,8,kedokteran,tidak,7652449,karyawan swasta,4,kontrak,3t,ya,0,ya,80,tidak,tidak,81,9,tidak,laki-laki,67,tidak layak,0
3.62,1,kedokteran,tidak,5652615,buruh,6,menumpang,pedesaan,tidak,5,ya,51,ada,tidak,74,6,tidak,laki-laki,87,layak,5639012
2.96,3,pendidikan,tidak,1250288,pedagang,1,kontrak,perkotaan,tidak,5,ya,95,ada,tidak,63,18,tidak,laki-laki,5,tidak layak,0
3.46,7,teknik informatika,tidak,8035120,pedagang,6,menumpang,pedesaan,tidak,0,ya,100,tidak,ya,61,17,tidak,perempuan,87,tidak layak,0
3.12,7,sastra,tidak,5276554,tidak bekerja,5,kontrak,3t,ya,1,tidak,85,tidak,ya,58,16,tidak,perempuan,61,tidak layak,0
3.65,2,manajemen,tidak,7010631,pedagang,1,menumpang,perkotaan,ya,4,ya,97,ada,tidak,88,1,tidak,laki-laki,98,layak,3765226
3.46,6,teknik informatika,tidak,3062057,pegawai negeri,3,milik sendiri,pedesaan,ya,5,ya,74,ada,tidak,82,2,tidak,laki-laki,42,tidak layak,0
3.28,8,teknik informatika,tidak,1664051,tidak bekerja,2,menumpang,pedesaan,ya,1,tidak,70,ada,ya,93,2,tidak,laki-laki,79,layak,3425352
3.64,7,sastra,tidak,6988875,karyawan swasta,6,milik sendiri,perkotaan,tidak,2,tidak,90,tidak,tidak,59,14,tidak,perempuan,28,tidak layak,0
3.66,3,sastra,tidak,3425160,karyawan swasta,3,milik sendiri,pedesaan,ya,2,ya,79,tidak,ya,75,4,tidak,perempuan,26,layak,5404033
2.99,7,ekonomi,tidak,8088532,karyawan swasta,4,kontrak,pedesaan,ya,3,ya,83,ada,ya,63,6,tidak,perempuan,59,tidak layak,0
2.99,7,pendidikan,tidak,4082165,karyawan swasta,2,kontrak,3t,tidak,2,tidak,99,tidak,ya,62,6,tidak,laki-laki,84,tidak layak,0
3.54,7,ekonomi,ya,7931976,petani,6,milik sendiri,pedesaan,tidak,2,tidak,93,ada,tidak,86,6,tidak,perempuan,59,layak,4061068
3.52,3,pertanian,tidak,9401791,wirausaha,6,milik sendiri,perkotaan,tidak,0,ya,53,tidak,ya,70,11,tidak,laki-laki,27,tidak layak,0
2.87,8,sastra,tidak,4684066,petani,6,milik sendiri,perkotaan,ya,0,ya,74,tidak,tidak,80,5,tidak,perempuan,56,tidak layak,0
3.19,3,pertanian,tidak,8750481,wirausaha,5,kontrak,perkotaan,tidak,2,ya,58,tidak,tidak,59,3,tidak,laki-laki,81,tidak layak,0
2.88,6,sastra,tidak,1893728,pegawai negeri,5,kontrak,3t,tidak,3,tidak,73,tidak,ya,82,8,tidak,laki-laki,62,tidak layak,0
3.08,6,hukum,ya,4506465,wirausaha,3,kontrak,pedesaan,ya,0,ya,98,tidak,ya,71,17,ya,laki-laki,94,tidak layak,0
3.2,1,sastra,tidak,8387321,karyawan swasta,4,milik sendiri,perkotaan,ya,3,ya,82,tidak,tidak,95,10,tidak,perempuan,92,layak,4194358
2.87,4,pertanian,tidak,1897644,karyawan swasta,6,milik sendiri,perkotaan,tidak,4,tidak,51,ada,ya,65,2,tidak,laki-laki,19,tidak layak,0
2.56,4,manajemen,tidak,661820,wirausaha,1,menumpang,perkotaan,tidak,4,ya,87,tidak,tidak,100,3,tidak,laki-laki,90,tidak layak,0
2.89,3,kedokteran,tidak,1861565,pedagang,1,menumpang,perkotaan,ya,5,ya,53,ada,tidak,70,20,tidak,perempuan,25,tidak layak,0
3.53,8,hukum,tidak,1527878,karyawan swasta,2,menumpang,3t,ya,1,ya,84,ada,ya,94,2,tidak,perempuan,96,layak,3910216
3.12,3,ekonomi,tidak,5478127,buruh,4,menumpang,perkotaan,ya,2,tidak,97,ada,ya,91,8,tidak,laki-laki,8,layak,2516902
3.23,2,pertanian,tidak,1513410,buruh,4,milik sendiri,perkotaan,tidak,3,ya,97,ada,tidak,87,11,tidak,laki-laki,72,layak,4201483
3.21,6,pertanian,tidak,8560593,pegawai negeri,4,kontrak,perkotaan,ya,5,ya,87,ada,ya,94,11,tidak,perempuan,41,tidak layak,0
3.2,7,pertanian,tidak,8291214,karyawan swasta,2,milik sendiri,perkotaan,ya,0,tidak,100,tidak,tidak,90,4,tidak,laki-laki,55,tidak layak,0
2.76,8,ekonomi,tidak,3181345,karyawan swasta,6,milik sendiri,pedesaan,ya,2,tidak,88,tidak,ya,65,16,tidak,laki-laki,53,tidak layak,0
3.51,8,teknik informatika,tidak,3160906,pegawai negeri,6,kontrak,perkotaan,ya,0,tidak,83,tidak,tidak,96,11,tidak,laki-laki,47,tidak layak,0
2.9,8,manajemen,ya,6707712,karyawan swasta,2,milik sendiri,perkotaan,tidak,2,tidak,80,tidak,tidak,86,10,tidak,laki-laki,41,tidak layak,0
3.56,4,kedokteran,tidak,4679188,karyawan swasta,5,kontrak,perkotaan,ya,0,ya,59,tidak,ya,83,15,tidak,perempuan,8,tidak layak,0
2.99,8,ekonomi,tidak,5134040,wirausaha,2,kontrak,perkotaan,ya,1,ya,50,tidak,tidak,89,15,tidak,perempuan,40,tidak layak,0
3.26,8,pendidikan,tidak,9497791,pedagang,6,milik sendiri,perkotaan,ya,0,ya,53,ada,tidak,65,12,tidak,laki-laki,38,tidak layak,0
2.95,5,kedokteran,ya,924190,petani,6,menumpang,perkotaan,ya,3,tidak,59,tidak,tidak,85,5,tidak,perempuan,13,tidak layak,0
3.21,5,pertanian,tidak,8105673,pegawai negeri,2,menumpang,3t,tidak,0,ya,70,tidak,tidak,59,10,tidak,perempuan,70,tidak layak,0
3.53,1,ekonomi,tidak,7136021,pedagang,3,menumpang,perkotaan,ya,2,ya,98,ada,ya,96,4,tidak,laki-laki,17,layak,3271460
2.85,2,hukum,tidak,4442873,petani,3,kontrak,pedesaan,ya,0,tidak,84,ada,tidak,91,12,tidak,laki-laki,26,tidak layak,0
2.66,8,hukum,ya,4874737,pedagang,2,milik sendiri,perkotaan,ya,0,tidak,94,ada,tidak,52,1,tidak,laki-laki,19,tidak layak,0
2.87,3,pendidikan,tidak,7140569,petani,5,kontrak,pedesaan,tidak,5,tidak,54,ada,ya,87,1,tidak,perempuan,0,tidak layak,0
3.11,6,manajemen,tidak,6675999,buruh,2,kontrak,pedesaan,ya,5,tidak,68,tidak,tidak,82,12,tidak,laki-laki,96,tidak layak,0
3.5,5,pendidikan,ya,4867811,karyawan swasta,1,menumpang,pedesaan,ya,4,tidak,92,tidak,ya,61,3,ya,laki-laki,95,tidak layak,0
3.83,4,kedokteran,tidak,5509840,tidak bekerja,6,menumpang,pedesaan,ya,2,ya,53,ada,tidak,63,16,ya,laki-laki,27,tidak layak,0
